"F","JOSEPHINE",2
"F","JOSHUA",1
"F","JUDY",1
"F","KANNAN",2
"F","KATHLEEN",1
"F","KATHRYN",1
"F","KATHY",1
"F","KELLY",1
"F","KENNETH",3
"F","KEVIN",6
"F","KHOSROW",2
"F","KONSTATIN",2
"F","KRISTIE",2
"F","LAKINA",2
"F","LAURA",1
"F","LAWRENCE",3
"F","LESLIE",2
"F","LILLIAN",2
"F","LILY",1
"F","LINDA",3
"F","LOILA",2
"F","LOIS",1
"F","LORRAINE",1
"F","LOUIS",1
"F","LUCINDIA",2
"F","LUEVERN",2
"F","LURLEAN",2
"F","M BARNARD",2
"F","MAARTEN",2
"F","MADELINE",2
"F","MARCUS",2
"F","MARESA",2
"F","MARGARET",2
"F","MARGUERITE",1
"F","MARGUERITTA",2
"F","MARJORIE",1
"F","MARK",6
"F","MARSHALLE",2
"F","MARVIN",1
"F","MARY",2
"F","MARYSIA",2
"F","MAURICE",2
"F","MEHEN",1
"F","MELANIE",2
"F","MELINDA",1
"F","MICHAEL",2
"F","MIDGIE",2
"F","MONEER",2
"F","MOUTAZ",2
"F","MUZID",2
"F","NAMAN",2
"F","NE TONYA",2
"F","NELSON",2
"F","NENORA",2
"F","NICHOLAS",1
"F","NICOLAS",2
"F","NISH",2
"F","NORMAN",4
"F","OGBAMICHAEL",2
"F","OLA MAE",2
"F","OLAV",2
"F","ORAPHILA",2
"F","PADELIS",2
"F","PANAGIOTA",2
"F","PARACEL-PHUC",2
"F","PATRICIA",1
"F","PATRICK",3
"F","PAUL",1
"F","PERRY",4
"F","PHEDORA",2
"F","PHILATHIA",2
"F","PHILIP",2
"F","PRESTON",2
"F","PRISCILLA",5
"F","QUINTA",2
"F","RANELLE",2
"F","REACHELL",2
"F","RHUDEAN",2
"F","RICHARD",1
"F","ROBBER",2
"F","ROBERT",6
"F","RODNEY",1
"F","RONDAY",1
"F","ROSA",1
"F","ROSS",2
"F","RUMELL",2
"F","RUSSELL",3
"F","RUTH",1
"F","RYAN",3
"F","S MOHAMMAD",2
"F","SARAH",4
"F","SCOTT",4
"F","SEAN",1
"F","SELESTINE",2
"F","SHAHN",2
"F","SHAMEESHA",1
"F","SHARON",1
"F","SHAWN",2
"F","SHAWNIA",1
"F","SHEHAB",2
"F","SHEILA",1
"F","SIDNEY",1
"F","SOMVOUNG",2
"F","SPIRIDOULA",2
"F","STEPHEW",2
"F","STEVI",2
"F","SUSAN",2
"F","SYLVIA",1
"F","TAISHEN",2
"F","TAMEKA",1
"F","TARESKA",2
"F","TARRAS",2
"F","TERESA",2
"F","TERRELL",1
"F","THOMAS",2
"F","TIFFANY",3
"F","TODD",2
"F","TRACYE",2
"F","TROY",2
"F","TRUDY",1
"F","UPENDRA",1
"F","USAMAH",2
"F","VALERIY",2
"F","VERDAN",2
"F","VERTIS",2
"F","VIVI",2
"F","WADE",2
"F","WALTER",4
"F","WAUNETTA",2
"F","WENDI",1
"F","WILHEMENIA",1
"F","WILLIAM",9
"F","WILLIE",2
"F","WYNDON",2
"F","YANETTE",2
"F","YOLUNDA",2
"F","YOULANDER",1
"F","ZACHARY",2
"F","ZORAIDA",1
"F","AARON",1
"F","ADAM",1
"F","ALEC",1
"F","ALLEN",1
"F","ALPHONSO",1
"F","AMANDA",1
"F","ANGELA",2
"F","ANJEANNETTE",1
"F","ANN",1
"F","AVONEAL",1
"F","B PHILLIP",1
"F","BARTON",1
"F","BOYLE",1
"F","BROWN",1
"F","C LOWELL",1
"F","C W",1
"F","CALLIOPE",1
"F","CHALIKA",1
"F","CHRISTY",1
"F","CINDY",1
"F","CLARIS",1
"F","CY",1
"F","D WILSON",1
"F","DARBY",1
"F","DARIUS",1
"F","DEBBIE",1
"F","DEBE",1
"F","DELEA",1
"F","DENNIS",1
"F","DORIS",1
"F","DQUANEICE",1
"F","ELBEY",1
"F","ERIC",1
"F","ERNIE",1
"F","EVOYDEENE",1
"F","GERSON",1
"F","GLORIA",1
"F","GORDON",1
"F","GRACE LEE",1
"F","GRANT",1
"F","H BENNY",1
"F","H RAYMOND",1
"F","HAROLDINE",1
"F","HILL",1
"F","J GENTRY",1
"F","JAVONNIE",1
"F","JOCIE",1
"F","JOSEFINA",1
"F","JOYCE",1
"F","JOYCELYN",1
"F","JUDITH",1
"F","KATHRYNE",1
"F","KIRK",1
"F","KLEOMENIS",1
"F","KRISTINA",1
"F","L RODNEY",1
"F","LARRY",1
"F","LILLIE",1
"F","LISA",1
"F","LORI",1
"F","LUIS",1
"F","MAMIE-CLARA",1
"F","MANGONGO",1
"F","MARGI",1
"F","MARGIE",1
"F","MARIA",1
"F","MARIAN",1
"F","MARY DELL",1
"F","MELISSA",1
"F","MELVIN",1
"F","NICK",2
"F","NOBLE",1
"F","PARLEE",1
"F","PATTI",1
"F","PAULA",1
"F","PETER",1
"F","R GRAY",1
"F","RAYMOND",1
"F","REGINA",1
"F","ROBY",1
"F","RONALD",1
"F","RONNIE",2
"F","S THOMAS",1
"F","S VAN LEAR",1
"F","SHANEQUA",1
"F","SHIESHA",1
"F","SOL",1
"F","STACY",1
"F","SUZANNE",1
"F","TERRY",1
"F","TIMOTHY",1
"F","TRUDITH",1
"F","TYRONE",1
"F","UPENDRABHAI",1
"F","VALENCIA",1
"F","VAYIDA",1
"F","W RICHARD",1
"F","WESLEY",2
"F","WILHELMINA",1
"F","WILMA",1
"F","YOLANDA",1
"F","YVONNE",1
"L","ABDEL-AZIZ SR",2
"L","ABDELMALEK",2
"L","ABDUL-RAHMAAN",2
"L","ABRAHAM",1
"L","ADAMS",2
"L","ADAMS III",2
"L","ADAMS SR",1
"L","ADIMOOLAM",2
"L","ALEXANDER",3
"L","ALLEN",2
"L","ALSHEHABI",2
"L","AMMERMAN",2
"L","ANOFF",4
"L","ANSPACH",2
"L","ANTRUM",2
"L","ARCILESI JR",2
"L","ARDREY",4
"L","ARMSTEAD",2
"L","ARMSTRONG",4
"L","ASHENDORF",4
"L","AUSTIN",3
"L","AVONEAL",1
"L","BARKLEY",1
"L","BARTON",1
"L","BAUKNIGHT",1
"L","BAULDWIN",2
"L","BECKMON",2
"L","BELLETE",2
"L","BENJAMIN",1
"L","BIESECKER III",1
"L","BONNICK",1
"L","BOUDRIE",2
"L","BOYLE",1
"L","BRANNON",1
"L","BREITLING",2
"L","BRINGLE",2
"L","BROUSSARD",1
"L","BROWN",1
"L","BUCHANAN",2
"L","BURTON",1
"L","BUTROS",2
"L","BYRD",1
"L","CALICE",2
"L","CALLIOPE",1
"L","CARRINGTON JR",2
"L","CARROLL",2
"L","CAUDILL",2
"L","CHANDLER",1
"L","CHARLES",3
"L","CLARIS",1
"L","CLOUD",2
"L","COBILE",1
"L","COLEMAN",3
"L","COOPER",3
"L","CORROTHERS",2
"L","COVINGTON",2
"L","COX",1
"L","COYNE",1
"L","CREMISI",2
"L","CREWE",2
"L","CREWS",1
"L","CROSTHWAITE",2
"L","CY",1
"L","DALE",2
"L","DARBY",1
"L","DAVENPORT",1
"L","DAVIS",2
"L","DELAP",1
"L","DEMONTARON",1
"L","DENNIS",1
"L","DICKEY",1
"L","DILLARD",2
"L","DIXON",2
"L","DOBEY",1
"L","DORIS",1
"L","DOTSON",2
"L","DOVER",1
"L","DRAWZ",1
"L","DUBOSE SR",1
"L","DUFFY",2
"L","DUNCAN",1
"L","DUNN",2
"L","DURHAM",1
"L","E",1
"L","EANES",1
"L","EANG",2
"L","ELAM",2
"L","ELATA",2
"L","ELBEY",1
"L","ELZEIN",2
"L","ERICKSON",1
"L","ERWIN",1
"L","EVOYDEENE",1
"L","FARRAR",1
"L","FERGUSON",2
"L","FEWELL",1
"L","FISHER",1
"L","FLETCHER",2
"L","FLOWE",2
"L","FOREMAN SR",1
"L","FRANKLIN",1
"L","FULLER",1
"L","GENISOL",2
"L","GEORGE",1
"L","GERSON",1
"L","GHARAVI",2
"L","GHIA",1
"L","GIBSON",1
"L","GIRON",2
"L","GORDON",1
"L","GRACE LEE",1
"L","GRANT",1
"L","GREEN",2
"L","GRIFFIN",2
"L","GRISSON",1
"L","GUMS SR",1
"L","HAGER",1
"L","HAINES",1
"L","HALL",4
"L","HAMMOND",1
"L","HANEY",2
"L","HANNUSH",2
"L","HAROLDINE",1
"L","HARPER",1
"L","HARRIS",3
"L","HART",2
"L","HEDLUND",1
"L","HIBLER III",1
"L","HILL",5
"L","HOOVER SR",1
"L","HOUSTON",1
"L","HOWARD",2
"L","HOWE",1
"L","HOYLE",1
"L","HUFF",1
"L","ISON",2
"L","JACKSON",1
"L","JAMGOTCH JR",1
"L","JANSSEN-MAYS",2
"L","JENERETTE",1
"L","JENKINS",2
"L","JOHNSON",2
"L","JOHNSON-BROWN",2
"L","JORDAN",1
"L","JOSEPHINE",1
"L","KASPER",1
"L","KATSADOUROS",2
"L","KATSAPUROS",1
"L","KELLY JR",1
"L","KELSAW",2
"L","KERR",1
"L","KHOUJA",2
"L","KILGO JR",1
"L","KING",2
"L","KIRK",1
"L","KLEOMENIS",1
"L","KUNDE",2
"L","KYLE",2
"L","LACHOWITZ",2
"L","LADEBAUCHE",1
"L","LANE",1
"L","LAUGHINGHOUSE",2
"L","LAVIE",1
"L","LAYMAN",2
"L","LEACH",1
"L","LEE SR",1
"L","LEHR",1
"L","LENSU",2
"L","LESTER",1
"L","LITTLE",1
"L","LOCKWOOD",1
"L","LOGAN",2
"L","LONG",2
"L","LORY",2
"L","LUKE-NESTOR",2
"L","LUSK",1
"L","LYNCH",2
"L","MACK",1
"L","MAKINS SR",2
"L","MAMIE-CLARA",1
"L","MANDUKE",2
"L","MANGONGO",1
"L","MARIAN",1
"L","MARSHALL",2
"L","MARTIN",1
"L","MARY DELL",1
"L","MASSEY",1
"L","MASTON",2
"L","MAXWELL",3
"L","MCCLELLAND III",1
"L","MCCULLAGH",2
"L","MCDONOUGH",1
"L","MCFARLAND",2
"L","MCGILL",1
"L","MCGRIFF",1
"L","MCKIERNAN",1
"L","MCLANE",1
"L","MCMILLER",2
"L","MEANS SR",1
"L","MEGARGEE",2
"L","MEHINPOU",2
"L","MELLERT",2
"L","MICHAEL",2
"L","MILLER",2
"L","MILLS",1
"L","MITCHELL",5
"L","MITCHELL JR",1
"L","MITCHELL SR",1
"L","MOBESHAR",2
"L","MOUTOGIANNIS",2
"L","MYERS",2
"L","N",1
"L","NAOUM",2
"L","NICHOLS",1
"L","NICK",1
"L","NILENDER",2
"L","NIMITZ",2
"L","NOBLE",1
"L","NOELL JR",2
"L","NOETLING",1
"L","O",1
"L","ONISCHENKO",2
"L","OUTLING",1
"L","OZAKI",2
"L","PAGE",2
"L","PARK",1
"L","PARKER",2
"L","PARLEE",1
"L","PATEL",2
"L","PATTERSON",1
"L","PEAY",1
"L","PELLICCIOTTA",2
"L","PENNINK",2
"L","PIGUE",2
"L","PLAYFORD",1
"L","PORCELLI",2
"L","PRINCE",1
"L","PURCELL",1
"L","Q",2
"L","QUEST",1
"L","RAMSEY",1
"L","RASUL EL BEY",1
"L","REAVES",1
"L","REED",2
"L","REID",1
"L","RICHARDS JR",1
"L","RICHARDSON",2
"L","RICHMOND",1
"L","ROBINSON",3
"L","ROBY",1
"L","RODGERS",1
"L","ROMINE III",1
"L","ROSS",2
"L","RUBENIS",1
"L","RUMFELT",2
"L","SAINT SING SR",1
"L","SALINE",2
"L","SALTZGIVER",1
"L","SAMUELS",1
"L","SANCHEZ",1
"L","SAPPENFIELD",1
"L","SCARBRO",2
"L","SCHERICH",2
"L","SCOTT",3
"L","SCURRY-JOHNSON",2
"L","SEVADJIAN",2
"L","SHARIAT-PANDHI",2
"L","SHORE III",2
"L","SHU",2
"L","SIAO",2
"L","SIMILTON",2
"L","SIMMONS",4
"L","SIMUEL",1
"L","SIPE",1
"L","SISK",1
"L","SMALLS",2
"L","SMITH-MASSEY",2
"L","SOL",1
"L","SPENCER",1
"L","ST AIMIE",2
"L","STEWART",3
"L","STONEHAM",1
"L","STRATE",2
"L","STREETER",2
"L","SWAUGER COLLINS",2
"L","TAFT SR",1
"L","TAN LE",2
"L","TANNER",2
"L","TAVUI",2
"L","THOMAS",3
"L","TICKLE",2
"L","TISON",2
"L","TUMLIN",2
"L","TURK",1
"L","TYLER",1
"L","U",1
"L","VALENCIA",1
"L","VAYIDA",1
"L","VIEIRA",1
"L","WALLACE",2
"L","WALLACE DUNLAP",2
"L","WATSON",1
"L","WEEKS JR",2
"L","WELDESELASIE",2
"L","WHISNANT",2
"L","WHITE",3
"L","WILMA",1
"L","WILSON",1
"L","WOMBLE SR",1
"L","WORKMAN",2
"L","Y",1
"L","YASINOVSKIY",1
"L","YOUNG",2
"L","ZAHAROPOILOS",2
"L","ZUKOWSKI",1
"L","ABRAHAM JR",1
"L","ACKER",1
"L","ACKERMANN",1
"L","AMAKER",1
"L","ASRAEL",2
"L","ASTIN",1
"L","AUKAMP",1
"L","AULL",1
"L","AUTWELL",1
"L","AYTON",1
"L","BACKHAUS",1
"L","BACOGEORGE",1
"L","BACOT",1
"L","BADAME",1
"L","BAHAKEL",1
"L","BAILEY",2
"L","BAKATSIAS",1
"L","BAKER",4
"L","BALATSIAS",1
"L","BALLARD",1
"L","BALTZER",1
"L","BARNETT",1
"L","BARR",1
"L","BAUKNIGHT JR",1
"L","BENNETT",1
"L","BENTON",1
"L","BERTIN",1
"L","BIESECKER",1
"L","BLACK",1
"L","BOUTON",1
"L","BOX",1
"L","BROUSSARD JR",1
"L","BRUNSON",1
"L","CABBS",1
"L","CALDWELL",2
"L","CHINERY",1
"L","CLAIBORNE",1
"L","COBILE SR",1
"L","CORRY",1
"L","CRAWFORD",1
"L","CREWS JR",1
"L","CROWDER",1
"L","D",1
"L","DARGAN",1
"L","DEAN",1
"L","DEMONTARON IV",1
"L","DIAMOND",1
"L","DICKEY JR",1
"L","DOBBS",1
"L","DONALDSON",1
"L","DOUGLAS",1
"L","DRAKEFORD",1
"L","DUBOSE",1
"L","DURHAM JR",1
"L","EAGAN",1
"L","EDNA",1
"L","F",1
"L","FARRAR JR",1
"L","FEWELL JR",1
"L","FOREMAN",1
"L","FOSTER",1
"L","FOXX",1
"L","GARRETT",1
"L","GARRISON",1
"L","GEHRON",1
"L","GEORGE III",1
"L","GHIA JR",1
"L","GRAHAM",1
"L","GREENE",1
"L","GRIER",1
"L","GUMS",1
"L","HAIGHT",1
"L","HANNAH",1
"L","HARRISON",1
"L","HARTIS",1
"L","HASKINS",1
"L","HENRY",1
"L","HERNANDEZ",1
"L","HEWITT",1
"L","HIBLER",1
"L","HINSON",1
"L","HOGAN",1
"L","HOOVER",1
"L","JACOBS",1
"L","JAMES",1
"L","JAMGOTCH",1
"L","JASON",1
"L","K",1
"L","KATSAPUROS SR",1
"L","KELLEY",1
"L","KELLY",1
"L","KUSTER",1
"L","LADEBAUCHE SR",1
"L","LAWRENCE",1
"L","LEE",1
"L","LESTER JR",1
"L","LEVINE",1
"L","MATTHEWS",1
"L","MCCLAIN",1
"L","MCCORKLE",1
"L","MCCOY",1
"L","MCGRIFF JR",1
"L","MCKINNEY",1
"L","MCLEAN",1
"L","MCLEMORE",1
"L","MEANS",1
"L","MEHEN",1
"L","MOORE",1
"L","MORRIS",1
"L","MULLEN",1
"L","NAEGELE",1
"L","NOETLING SR",1
"L","NORMAN",1
"L","OROSZ",1
"L","OUTLING JR",1
"L","OWEN",2
"L","OWNBEY",1
"L","OWSIANY",1
"L","PAIGE",1
"L","PATRICK",1
"L","PLYLER",1
"L","PORTER",1
"L","POTTS",1
"L","QUEEN",1
"L","RANDALL",1
"L","RAPE",1
"L","RASUL EL BEY IV",1
"L","RATCLIFT",1
"L","RICHARDS",1
"L","RUBENIS JR",1
"L","RUSSELL",1
"L","SALTZGIVER JR",1
"L","SANCHEZ JR",1
"L","SATTERFIELD",1
"L","SHAW",1
"L","SIMMONS JR",1
"L","SIMPSON",1
"L","SIMUEL JR",1
"L","SISK JR",1
"L","SMITH",1
"L","SOLLARS",1
"L","ST SING SR",1
"L","STAHL",1
"L","TAFT",1
"L","TAYLOR",2
"L","TEMPLE",1
"L","TERRELL",1
"L","THOMPSON",3
"L","TODD",2
"L","UMLAUF",1
"L","V",1
"L","WALPOLE",1
"L","WARFIELD",1
"L","WEAVER",1
"L","WENDI",1
"L","WILLIAMS",2
"L","WOMBLE",1
"L","WOODS",1
"L","YASINOVSKAYA",1
"L","YEOMANS",1
"L","Z",1
"L","ZORAIDA",1
